z_minScore,z_maxScore,z_cluster,b_pubid,b_sourceid,id,b_matchgrp,b_xgrp,normalized_first_name,normalized_last_name,member_id,date_of_birth,normalized_street,normalized_city,normalized_state,addpostal_code,addcountry,cleansed_email,standardized_phone
,,138,MKT,1422861,10080,118,,linda,bamfield,,1981-10-18,2094 WHITE PLAINS RD,BRONX,NEW YORK,10462,US,lynda@bamfield.com,(347) 430-2736
,,240,MKT,1409121,10250,234,,nonie,pete,657-75-8228,1979-04-01,313 PRICE PL,MADISON,WISCONSIN,53705,US,nora@pete.com,231-6751
,,40,CRM,1398304,10166,107,,curt,cha,651-79-7882,1986-04-08,545 CHANCELLOR AVE,IRVINGTON,NEW JERSEY,07111,US,curtis@cha.com,(973) 372-5969
,,120,CRM,1385517,10055,81,,mike,larue,,1991-09-04,109 N MAYO ST,AMERICUS,GEORGIA,31709,US,mikelarue@amason.com,(229) 924-2487
,,198,CRM,1438474,10185,141,,dianne,kytle,128-67-1571,1981-09-07,3501 W LAKE RD,ABILENE,TEXAS,79601,US,dianne@kytle.com,(325) 672-6016
,,159,CRM,1368072,10126,42,,sheena,missel,941-75-9295,1979-09-20,789 SHERMAN AVE,DENVER,COLORADO,80203,US,sheena@missel.com,(303) 860-0262
0.0,1.0,6,CRM,1320830,10021,12,,jass,ellerbusch,585-96-9870,1991-12-11,73 S HAMILTON AVE,DOYLESTOWN,PENNSYLVANIA,18901,US,jass@ellerbusch.com,(215) 348-5078
,,59,MKT,1377623,10098,186,,emilio,michaels,219-20-4634,1979-06-09,108 W RANDOLPH AVE,ENID,OKLAHOMA,73701,US,michaels@gouker.com,(580) 233-9834
,,164,CRM,1370933,10131,50,,tina,maschak,283-26-8698,1988-03-12,210 N SAINT CLAIR AVE,DAYTON,OHIO,45402,US,christina@maschak.com,(937) 222-7228
0.0,0.9999999999999604,107,MKT,1363548,10066,95,,kenneth,robaina,642-58-4131,1972-04-03,1455 91ST AVE NE APT. 12,MINNEAPOLIS,MINNESOTA,55449,US,ken@robaina.com,
,,69,MKT,1386889,10225,203,,porfirio,creecy,546-64-7959,1976-05-24,1440 POPLAR AVE,MEMPHIS,TENNESSEE,38104,US,porfirio@creecy.com,(901) 272-9572
,,175,CRM,1381226,10146,72,,mose,pravata,585-94-2297,1969-02-15,1011 EDGEWATER AVE,RIDGEFIELD,NEW JERSEY,07657,US,mose@pravata.com,(201) 941-5345
,,43,CRM,1400678,10169,112,,frannie,maggert,560-16-1778,1972-07-22,8000 COOPER AVE,RIDGEWOOD,NEW YORK,11385,US,fran@maggert.com,(718) 894-8022
0.9999995670285584,1.0,7,CRM,1383590,10028,14,,john,edelman,905-96-5314,1976-09-03,591 REDWOOD HIGHWAY #1200,MILL VALLEY,CALIFORNIA,94941,US,john@jedelman.com,(415) 381-9176
,,142,CRM,1435348,10084,126,,gail,taulman,651-20-3113,1971-12-10,5094 WESTBROOK RD,UNION CITY,GEORGIA,30291,US,gail@taulman.com,969-4377
,,218,MKT,1376216,10215,184,,ashleigh,schiveley,970-35-6296,1997-01-29,111 N 2ND AVE,OLEAN,NEW YORK,14760,US,ashleigh@missel.com,(716) 372-9571
,,49,CRM,1423914,10181,133,,clo,anadio,432-91-4432,1985-10-08,114 N MAIN ST,MULLICA HILL,NEW JERSEY,08062,US,chloe@anadio.com,478-4036
,,204,MKT,1362223,10198,160,,opal,roecker,860-24-4343,1975-11-14,27 WASHINGTON,WESTBOROUGH,MASSACHUSETTS,01561,US,opal@roecker.com,(508) 870-0435
,,234,MKT,1398731,10243,223,,marlene,hilgeman,698-71-3263,1982-09-20,300 S 4TH ST #-1700,LAS VEGAS,NEVADA,89101,US,marlene@hilgeman.com,383-2994
0.0,0.999999999996107,0,CRM,1376294,10019,11,,ray,amason,933-15-1090,1975-12-16,3 DEPOT ST,WAPAKONETA,OHIO,45665,US,rey@amason.com,
0.0,0.9934504850662208,0,CRM,1381860,10148,75,,roy,semrad,122-52-8422,1969-07-16,6555 CARNEGIE AVE,CLEVELAND,OHIO,44103,US,roy@semrad.com,(216) 361-9627
,,207,MKT,1364815,10201,167,,chuck,mattos,914-26-2010,1985-09-11,137 FARNSWORTH AVE,BORDENTOWN,NEW JERSEY,,US,charlie@mattos.com,(609) 298-3130
,,195,CRM,1412102,10177,124,,robbin,durham,624-94-9318,1990-12-27,105 W SUPERIOR ST,DULUTH,MINNESOTA,55802,US,robbin@durham.com,720-7716
,,68,MKT,1385863,10224,202,,mario,averhart,584-43-4193,1986-01-05,111 LYON ST NW,GRAND RAPIDS,MICHIGAN,49503,US,mario@averhart.com,752-3959
0.999891161847257,0.999891161847257,101,CRM,1426631,10037,27,,liza,assante,559-56-8906,1981-12-03,8589 DARROW RD,TWINSBURG,OHIO,44087,US,liza@assante.com,425-7382
,,32,CRM,1386547,10154,86,,alyce,mercury,395-24-5655,1973-08-29,108 N COLUMBUS ST,ALEXANDRIA,VIRGINIA,22314,US,alyce@mercury.com,(703) 548-7115
,,36,CRM,1402262,10075,114,,louis,kyle,323-81-3897,1988-05-23,9425 STENTON AVE,PHILADELPHIA,PENNSYLVANIA,19118,US,louis@kyle.com,(215) 233-0367
0.0,1.0,0,MKT,1356294,10018,11,,ray,amason,283-51-4212,1975-12-16,3 DEPOT ST,WAPAKONETA,OHIO,45665,US,rey@amason.com,(419) 738-9241
0.0,0.9957206285616519,107,MKT,1363200,10199,162,,karin,camell,334-52-5340,1975-06-15,CEDAR,MOUNTAIN GROVE,MISSOURI,,US,karin@caress.com,(417) 962-5985
,,191,CRM,1403605,10172,116,,margarito,winland,735-44-3085,1982-01-05,1856 LOMBARDY DR,RAPID CITY,SOUTH DAKOTA,57701,US,margarito@winland.com,348-4444
,,154,CRM,1358759,10119,33,,colton,rave,674-15-6146,1973-01-19,1644 N HONORE ST,CHICAGO,ILLINOIS,80822,US,colton@rave.com,(773) 486-5500
0.9999999999899198,0.999999999996107,22,CRM,1380101,10048,69,,sara,johnson,237-24-5099,1997-10-17,,SAN RAFAEL,CALIFORNIA,,US,saraj@yahoo.com,(415) 472-3289
,,141,CRM,1418027,10083,126,,gail,taulman,,1971-12-10,5094 WESTBROOK RD,UNION CITY,GEORGIA,30291,US,gail@taulman.com,969-4377
,,11,CRM,1351779,10110,20,,lyman,wengel,502-29-7214,1986-01-02,1225 17TH ST,DENVER,COLORADO,60202,US,lyman@wengel.com,(303) 292-4338
1.0,1.0,9,CRM,1353445,10032,24,,vernice,southwood,948-20-5524,1987-10-22,8 COMMERCIAL BLVD,MEDFORD,NEW YORK,11783,US,vernice@southwood.com,(631) 698-8293
,,168,CRM,1373036,10135,56,,eloisa,resides,647-66-8094,1974-04-05,224 SAINT LOUIS AVE,EDWARDSVILLE,ILLINOIS,62025,US,eloisa@presidency.com,(618) 656-9506
,,1,MKT,1380884,10219,194,,mares,r,976-31-1498,1983-05-09,220090 S 7TH ST,MINNEAPOLIS,MINNESOTA,55402,US,reinaldo@mares.com,(612) 336-4873
,,108,CRM,1356510,10118,31,,faye,mcgrue,568-12-1704,1983-06-13,1120 20TH ST NW,WASHINGTON,DC,20038,US,faye@mcgrue.com,(202) 962-9236
,,174,CRM,1380441,10145,71,,barnabas,summerset,275-62-9396,1987-05-24,5242 BOLSA AVE,HUNTINGTON BEACH,CALIFORNIA,92649,US,barney@summerset.com,(714) 897-5451
,,185,CRM,1392184,10161,97,,clare,poitier,422-95-5398,1969-07-16,28500 GREEN OAK DR,ROSEVILLE,MICHIGAN,48066,US,clair@poitier.com,(586) 296-0808
,,75,MKT,1405814,10247,231,,tina,poitier,,1980-04-01,2571 TIMBER LN,DAYTON,OHIO,45414,US,christine@poitier.com,277-1814
0.999999999996107,0.999999999996107,109,MKT,1383342,10041,36,,zay,hendel,970-12-1028,1976-09-03,2332 E DIVISION ST,SPRINGFIELD,MISSOURI,65803,US,isaiah@hendel.com,(417) 864-1286
,,121,MKT,1427534,10056,81,,mike,larue,,1992-09-04,109 N MAYO ST,AMERICUS,GEORGIA,31709,US,mikelarue@amason.com,(229) 924-2487
0.999891161847257,0.999891161847257,101,CRM,1355424,10036,27,,liza,assante,559-56-8906,1981-12-03,8589 DARROW RD,TWINSBURG,OHIO,44067,US,liza@assante.com,(330) 425-7382
0.9999999999913562,0.9999999999913562,99,CRM,1353672,10034,25,,angelica,aldaba,992-13-6271,1986-11-23,1427 NW DAVIS ST,PORTLAND,OREGON,67206,US,angelica@aldaba.com,(503) 228-3027
0.0,0.9999999999918039,0,CRM,1336294,10017,11,,ray,amason,933-15-1090,1975-12-16,3 DEPOT ST,WAPAKONETA,OHIO,45665,US,ray@amason.com,(419) 738-9241
0.999999999996107,0.999999999996107,27,MKT,1438732,10058,85,,callie,aldaba,212-33-8685,1972-04-03,2151 RIVER PLAZA DR STE 105,SACRAMENTO,CALIFORNIA,95833,US,callie@aldaba.com,(916) 567-4449
,,180,CRM,1384862,10151,80,,eloisa,schaedler,829-19-3956,1977-11-17,191 PEACHTREE ST NE,ATLANTA,GEORGIA,30303,US,eloisa@schaedler.com,(404) 818-6870
,,190,CRM,1403451,10171,115,,chris,ubaldo,766-60-6315,1995-01-26,6840 N CUTTER CIR,PORTLAND,OREGON,97217,US,kris@ubaldo.com,240-0223
,,66,MKT,1382583,10222,198,,aimee,pulkrabek,603-41-1070,1987-09-28,2211 PARSONS AVE,COLUMBUS,OHIO,43207,US,aimee@pulkrabek.com,(614) 445-5812
,,10,CRM,1350480,10109,19,,quinn,mitchen,360-80-7860,1992-01-12,67616 DESERT VIEW AVE,DESERT HOT SPRINGS,CALIFORNIA,62240,US,quinn@mitchen.com,(760) 329-3382
,,227,MKT,1389085,10231,210,,bennie,lessin,558-22-6171,1981-11-17,2821 BRUNDAGE LN,BAKERSFIELD,CALIFORNIA,93304,US,bennie@lessin.com,(661) 324-1207
,,119,MKT,1401213,10054,74,,juliana,quimby,284-11-7213,1977-06-17,615 FRANKLIN TPKE,RIDGEWOOD,NEW JERSEY,07450,US,juliana@quimby.com,(201) 444-6741
,,65,MKT,1381873,10221,197,,omer,averhart,423-85-6129,1981-01-09,400 CAPITOL MALL,SACRAMENTO,CALIFORNIA,95814,US,omer@averhart.com,(916) 927-6221
0.0,0.9996092188299469,2,MKT,1381582,10011,9,,mary-ann,markes,218-33-0349,1899-12-31,1200 SUMMER ST #103,STAMFORD,CONNECTICUT,06905,US,maryann@markes.com,(203) 967-5612
,,139,CRM,1408146,10081,120,,josef,taulman,,1989-04-29,1620 ASHEVILLE HWY,HENDERSONVILLE,NORTH CAROLINA,28791,US,josef@taulman.com,693-9775
,,239,MKT,1408222,10249,233,,eldon,lolli,526-86-2004,1997-09-27,8350 E MCDONALD DR,SCOTTSDALE,ARIZONA,85250,US,eldon@lolli.com,443-6788
0.0,0.9999985669114843,37,CRM,1404509,10077,117,,alanna p,resides,672-76-1800,1899-12-31,4892 RIVER ST. #102,DETROIT,MICHIGAN,48208,US,a@presidency.com,898-2211
