z_minScore,z_maxScore,z_cluster,b_pubid,b_sourceid,id,b_matchgrp,b_xgrp,normalized_first_name,normalized_last_name,member_id,date_of_birth,normalized_street,normalized_city,normalized_state,addpostal_code,addcountry,cleansed_email,standardized_phone
0.4988273390237138,1.0,30,CRM,1357165,10038,32,,caroline,lapalme,345-92-3352,1991-03-26,4910 DEPARTURE DR,RALEIGH,NORTH CAROLINA,27616,US,carol.lapalme@yahoo.com,(919) 876-7612
,,238,MKT,1406654,10248,232,,dana,missel,104-80-6362,1987-02-10,2445 M ST NW,WASHINGTON,DC,20037,US,dana@missel.com,663-4512
,,85,MKT,1429729,10259,250,,cissy,hysmith,628-61-9471,1983-09-26,3200 W MARKET ST #-108,AKRON,OHIO,44333,US,cecilia@hysmith.com,864-0619
,,243,MKT,1413527,10253,239,,daron,seyfarth,953-28-7468,1991-09-25,1211 SW 5TH AVE,PORTLAND,OREGON,97204,US,daron@seyfarth.com,796-4738
,,47,CRM,1421940,10179,130,,prince,schettler,745-88-7704,1981-03-28,412 FRONT ST,BEAUFORT,NORTH CAROLINA,28516,US,prince@schettler.com,728-0135
,,236,MKT,1399171,10245,226,,francesco,roecker,447-97-5557,1986-02-17,334 US HIGHWAY 46,WAYNE,NEW JERSEY,07470,US,francesco@roecker.com,(973) 890-9344
,,244,MKT,1414505,10254,240,,jarod,mercury,410-80-1433,1995-10-21,5901 N WESTERN AVE,OKLAHOMA CITY,OKLAHOMA,73118,US,jarod@mercury.com,2907
1.0,1.0,28,MKT,1367261,10060,90,,fran,sahagun,407-16-8942,1981-11-17,220 S 6TH AVE,MINNEAPOLIS,MINNESOTA,55402,US,francine@sahagun.com,(612) 340-7052
,,70,MKT,1396700,10238,218,,ross,glueckert,951-60-7115,1984-03-31,1106 E 3RD ST,DAYTON,OHIO,45402,US,ross@glueckert.com,(937) 228-3007
,,133,MKT,1413179,10071,102,,jude,warstler,425-37-2578,1975-10-24,205 MADISON AVE,SCRANTON,PENNSYLVANIA,18503,US,jude@warstler.com,346-7206
,,192,CRM,1408293,10173,121,,j,kososky,932-71-1622,1989-06-19,100 WILSHIRE BLVD #-500,SANTA MONICA,CALIFORNIA,90401,US,j@kososky.com,458-6371
0.9999999877632737,0.9999999877632737,35,CRM,1422971,10074,108,,mark,waters,585-39-8288,1980-06-15,2308 BATES AVE,CONCORD,CALIFORNIA,94520,US,markwaters@gmail.com,682-6249
,,228,MKT,1389913,10232,211,,claudine,coday,720-49-9303,1977-06-17,EXIT #-21,STEVENS,PENNSYLVANIA,17578,US,claudine@coday.com,(717) 336-5449
,,113,CRM,1388087,10047,61,,marquis,barayuga,,1985-01-30,2 ALLéE FLORIAN,TASSIN-LA-DEMI-LUNE,RHôNE,69160,France,marquis@barayuga.com,04 78 79 83 84
,,124,MKT,1363938,10062,92,,jake,schettler,389-18-7431,1979-08-26,10400 EATON PL #-401,FAIRFAX,VIRGINIA,,US,jake@schettler.com,(703) 591-4492
0.9422055482067511,1.0,7,MKT,1404880,10029,14,,john,edelman,905-96-5314,1976-09-03,591 REDWOOD HWY STE 1200,MILL VALLEY,CALIFORNIA,94941,US,john@jedelman.com,(415) 381-9176
0.999999999996107,0.999999999996107,45,CRM,1433728,10091,137,,saul,rave,649-29-3863,1986-04-09,1500 N 13TH ST,READING,PENNSYLVANIA,19604,US,saul@rave.com,(484) 375-7261
,,213,MKT,1374096,10210,178,,claudine,hudy,140-13-3280,1988-08-03,1540 S 21ST AVE,COLORADO SPRINGS,COLORADO,80904,US,claudine@hudy.com,(719) 633-3092
,,52,MKT,1351755,10190,150,,billie,pedro,234-53-2478,1973-01-31,845 E 73RD AVE,DENVER,COLORADO,60226,US,billie@pedro.com,(303) 288-4159
,,51,CRM,1429646,10183,136,,huey,gouker,780-92-6273,1990-10-27,100 HABERSHAM DR,FAYETTEVILLE,GEORGIA,30214,US,huey@gouker.com,461-4303
0.999999999996107,0.999999999996107,143,CRM,1419728,10086,127,,antonia,mattos,528-58-9553,1973-07-01,3109 MAIN AVE,MELBOURNE,FLORIDA,32901,US,toni@mattos.com,(321) 727-6512
,,86,MKT,1432608,10260,251,,merle,cha,302-89-2694,1986-11-26,450 S AUSTRALIAN AVE,WEST PALM BEACH,FLORIDA,33401,US,merle@cha.com,832-1820
0.9438251090065,0.9991256460528175,2,CRM,1313060,10010,9,,mary-ann,markes,,1993-11-18,1200 SUMMER ST APT #103,STAMFORD,CONNECTICUT,06905,US,maryann@markes.com,(203) 967-5612
,,233,MKT,1394793,10237,216,,isiah,durham,258-69-4409,1991-09-04,7427 ARLINGTON RD,BETHESDA,MARYLAND,20814,US,isiah@durham.com,(301) 986-1395
,,106,CRM,1356431,10116,29,,dino,mitchen,647-54-1452,1983-01-11,400 N PENNSYLVANIA AVE #-500,ROSWELL,NEW MEXICO,66201,US,dino@mitchen.com,(505) 622-3923
0.999999999996107,0.999999999996107,130,MKT,1357114,10069,100,,latonia,williams,731-32-6965,1986-07-18,7600 OLDE EIGHT RD,HUDSON,OHIO,44236,US,latonia.williams@yahoo.com,(330) 656-1030
,,56,MKT,1354026,10194,154,,willy,okimoto,973-55-7636,1990-05-18,17 HANOVER RD,FLORHAM PARK,NEW JERSEY,07632,US,willy@okimoto.com,(973) 822-8978
